Dateiname;Grund;Pfad
Anlage_4_Finanzbericht_Vorlage.xlsx;Kein passendes Sheet gefunden (vorhanden: Finanzbericht, Sprachversionen);budget_scanner/assets/Anlage_4_Finanzbericht_Vorlage.xlsx
